5316,"VELA DA PAZ N-03 EXTRA 24X8X8,",PA,CX,5340,BARBANTE                      ,"8,547"
5316,"VELA DA PAZ N-03 EXTRA 24X8X8,",PA,CX,5341,MASSA PARA VELAS(SEBO HIDROGEN,"3,0326"
5316,"VELA DA PAZ N-03 EXTRA 24X8X8,",PA,CX,5223,PARAFINA                      ,"4,2893"
5317,VELA DA PAZ N-05 EXTRA 24X8X11,PA,CX,5251,CARTUCHO VELAS DA PAZ N.5 EXTR,0
5317,VELA DA PAZ N-05 EXTRA 24X8X11,PA,CX,5265,CAIXA DA PAZ N.5 EXTRA        ,0
5317,VELA DA PAZ N-05 EXTRA 24X8X11,PA,CX,5340,BARBANTE                      ,"8,547"
5317,VELA DA PAZ N-05 EXTRA 24X8X11,PA,CX,5341,MASSA PARA VELAS(SEBO HIDROGEN,"3,0326"
5317,VELA DA PAZ N-05 EXTRA 24X8X11,PA,CX,5223,PARAFINA                      ,"4,2893"
5318,VELA DA PAZ N-03 24X8X13G     ,PA,CX,5267,CAIXA DA PAZ N.3              ,0
5318,VELA DA PAZ N-03 24X8X13G     ,PA,CX,5340,BARBANTE                      ,"8,547"
5318,VELA DA PAZ N-03 24X8X13G     ,PA,CX,5341,MASSA PARA VELAS(SEBO HIDROGEN,"3,0326"
5318,VELA DA PAZ N-03 24X8X13G     ,PA,CX,5223,PARAFINA                      ,"4,2893"
5318,VELA DA PAZ N-03 24X8X13G     ,PA,CX,5246,CARTUCHO P/ VELAS  DA PAZ N.3 ,0
5319,VELA DA PAZ N-05 24X8X15G     ,PA,CX,5266,CAIXA DA PAZ N.5              ,0
5319,VELA DA PAZ N-05 24X8X15G     ,PA,CX,5340,BARBANTE                      ,"8,547"
5319,VELA DA PAZ N-05 24X8X15G     ,PA,CX,5341,MASSA PARA VELAS(SEBO HIDROGEN,"3,0326"
5319,VELA DA PAZ N-05 24X8X15G     ,PA,CX,5345,CARTUCHO P/VELAS DA PAZ N-5   ,0
5319,VELA DA PAZ N-05 24X8X15G     ,PA,CX,5223,PARAFINA                      ,"4,2893"
5320,VELA DA PAZ N-05 ESPEC 24X8X23,PA,CX,5268,CAIXA DA PAZ N.5 SPECIAL   S/V,"0,486"
5320,VELA DA PAZ N-05 ESPEC 24X8X23,PA,CX,5340,BARBANTE                      ,"8,547"
5320,VELA DA PAZ N-05 ESPEC 24X8X23,PA,CX,5341,MASSA PARA VELAS(SEBO HIDROGEN,"3,0326"
5320,VELA DA PAZ N-05 ESPEC 24X8X23,PA,CX,5223,PARAFINA                      ,"4,2893"
5320,VELA DA PAZ N-05 ESPEC 24X8X23,PA,CX,5243,CARTUCHO P/VELAS N. 5 DA PAZ  ,"0,0846"
5321,VELA DA PAZ N-01 EXTRA PLUS 24,PA,CX,5273,CAIXA DA PAZ N.1 EXTRA PLUS   ,0
5321,VELA DA PAZ N-01 EXTRA PLUS 24,PA,CX,5340,BARBANTE                      ,"8,547"
5321,VELA DA PAZ N-01 EXTRA PLUS 24,PA,CX,5341,MASSA PARA VELAS(SEBO HIDROGEN,"3,0326"
5321,VELA DA PAZ N-01 EXTRA PLUS 24,PA,CX,5223,PARAFINA                      ,"4,2893"
5321,VELA DA PAZ N-01 EXTRA PLUS 24,PA,CX,5244,CARTUCHO P/VELAS DA PAZ N. 1 E,0
5322,VELA DA PAZ N-03 EXTRA PLUS 24,PA,CX,5250,CARTUCHO P/ VELAS  DA PAZ N.3 ,0
5322,VELA DA PAZ N-03 EXTRA PLUS 24,PA,CX,5262,CAIXA DA PAZ N.3 EXTRA PLUS   ,0
5322,VELA DA PAZ N-03 EXTRA PLUS 24,PA,CX,5340,BARBANTE                      ,"8,547"
5322,VELA DA PAZ N-03 EXTRA PLUS 24,PA,CX,5341,MASSA PARA VELAS(SEBO HIDROGEN,"3,0326"
5322,VELA DA PAZ N-03 EXTRA PLUS 24,PA,CX,5223,PARAFINA                      ,"4,2893"
5323,VELA DA PAZ N-05 EXTRA PLUS 24,PA,CX,5264,CAIXA DA PAZ N.5 EXTRA PLUS   ,0
5323,VELA DA PAZ N-05 EXTRA PLUS 24,PA,CX,5340,BARBANTE                      ,"8,547"
5323,VELA DA PAZ N-05 EXTRA PLUS 24,PA,CX,5341,MASSA PARA VELAS(SEBO HIDROGEN,"3,0326"
5323,VELA DA PAZ N-05 EXTRA PLUS 24,PA,CX,5223,PARAFINA                      ,"4,2893"
5323,VELA DA PAZ N-05 EXTRA PLUS 24,PA,CX,5242,CART.P/VELA DA PAZ N. 5 EX    ,0
5324,VELA DA PAZ N-05 ESPEC PLAST 2,PA,CX,5274,CAIXA DA PAZ N.5 ESPECIAL C/VI,0
5324,VELA DA PAZ N-05 ESPEC PLAST 2,PA,CX,5340,BARBANTE                      ,"8,547"
5324,VELA DA PAZ N-05 ESPEC PLAST 2,PA,CX,5341,MASSA PARA VELAS(SEBO HIDROGEN,"3,0326"
5324,VELA DA PAZ N-05 ESPEC PLAST 2,PA,CX,5223,PARAFINA                      ,"4,2893"
5324,VELA DA PAZ N-05 ESPEC PLAST 2,PA,CX,5238,FILME BOPP P/VELAS N. 5 ESPECI,0
5325,VELA DA PAZ N-08 ESPEC PLAS 24,PA,CX,5258,CAIXA DA PAZ N.8 SPECIAL  COM ,0
5325,VELA DA PAZ N-08 ESPEC PLAS 24,PA,CX,5340,BARBANTE                      ,"8,547"
5325,VELA DA PAZ N-08 ESPEC PLAS 24,PA,CX,5341,MASSA PARA VELAS(SEBO HIDROGEN,"3,0326"
5325,VELA DA PAZ N-08 ESPEC PLAS 24,PA,CX,5223,PARAFINA                      ,"4,2893"
5325,VELA DA PAZ N-08 ESPEC PLAS 24,PA,CX,5240,FILME BOPP P/VELAS N. 8  ESPEC,0
5326,VELA DA PAZ N-10 ESPEC PLAST 2,PA,CX,5259,CAIXA DA PAZ N.10 SPECIAL  COM,0
5326,VELA DA PAZ N-10 ESPEC PLAST 2,PA,CX,5340,BARBANTE                      ,"8,547"
5326,VELA DA PAZ N-10 ESPEC PLAST 2,PA,CX,5341,MASSA PARA VELAS(SEBO HIDROGEN,"3,0326"
5326,VELA DA PAZ N-10 ESPEC PLAST 2,PA,CX,5223,PARAFINA                      ,"4,2893"
5326,VELA DA PAZ N-10 ESPEC PLAST 2,PA,CX,5236,FILME BOPP P/VELAS N. 10 ESPEC,0
5327,VELA DA PAZ N-12 ESPEC PLAST 2,PA,CX,5255,FILME LAMINADO VELAS DA PAZ N-,0
5327,VELA DA PAZ N-12 ESPEC PLAST 2,PA,CX,5260,CAIXA DA PAZ N.12 SPECIAL  COM,0
5327,VELA DA PAZ N-12 ESPEC PLAST 2,PA,CX,5340,BARBANTE                      ,"8,547"
5327,VELA DA PAZ N-12 ESPEC PLAST 2,PA,CX,5341,MASSA PARA VELAS(SEBO HIDROGEN,"3,0326"
5327,VELA DA PAZ N-12 ESPEC PLAST 2,PA,CX,5223,PARAFINA                      ,"4,2893"
5328,VELA DA PAZ N-08 PLAST 24X8X16,PA,CX,5256,CAIXA DA PAZ N.8 C/24 COM VISO,0
5328,VELA DA PAZ N-08 PLAST 24X8X16,PA,CX,5340,BARBANTE                      ,"8,547"
5328,VELA DA PAZ N-08 PLAST 24X8X16,PA,CX,5341,MASSA PARA VELAS(SEBO HIDROGEN,"3,0326"
5328,VELA DA PAZ N-08 PLAST 24X8X16,PA,CX,5223,PARAFINA                      ,"4,2893"
5328,VELA DA PAZ N-08 PLAST 24X8X16,PA,CX,5239,FILME BOPP P/VELAS N. 8       ,0
5329,VELA DA PAZ N-10 PLAST 24X8X17,PA,CX,5259,CAIXA DA PAZ N.10 SPECIAL  COM,0
5329,VELA DA PAZ N-10 PLAST 24X8X17,PA,CX,5340,BARBANTE                      ,"8,547"
5329,VELA DA PAZ N-10 PLAST 24X8X17,PA,CX,5341,MASSA PARA VELAS(SEBO HIDROGEN,"3,0326"
5329,VELA DA PAZ N-10 PLAST 24X8X17,PA,CX,5223,PARAFINA                      ,"4,2893"
5329,VELA DA PAZ N-10 PLAST 24X8X17,PA,CX,5237,FILME BOPP P/VELAS N. 10      ,0
5330,VELA DA PAZ LIT 44MM BRANCA 12,PA,CX,5272,CAIXA DA PAZ N.44 C/VISOR     ,0
5330,VELA DA PAZ LIT 44MM BRANCA 12,PA,CX,5341,MASSA PARA VELAS(SEBO HIDROGEN,"3,0326"
5330,VELA DA PAZ LIT 44MM BRANCA 12,PA,CX,5342,PAVIO P/VELA VOTIVA  C 1030 P/,"0,0252"
5330,VELA DA PAZ LIT 44MM BRANCA 12,PA,CX,5223,PARAFINA                      ,"4,2893"
5330,VELA DA PAZ LIT 44MM BRANCA 12,PA,CX,5247,FILME  LAMINADO  VELAS DA PAZ ,0
5331,VELA DA PAZ LIT 50MM 12X250G  ,PA,CX,5248,FILME LAMINADO VELAS DA PAZ P/,0
5331,VELA DA PAZ LIT 50MM 12X250G  ,PA,CX,5271,CAIXA DA PAZ N.50 C/12        ,0
5331,VELA DA PAZ LIT 50MM 12X250G  ,PA,CX,5341,MASSA PARA VELAS(SEBO HIDROGEN,"3,0326"
5331,VELA DA PAZ LIT 50MM 12X250G  ,PA,CX,5344,PAVIO P/VELA VOTIVA  C 1040   ,0
5331,VELA DA PAZ LIT 50MM 12X250G  ,PA,CX,5223,PARAFINA                      ,"4,2893"
5333,VELA DA PAZ LIT 57MM STO ANTON,PA,CX,5312,FILME LAMINADO VELA  LIT. STO ,0
5333,VELA DA PAZ LIT 57MM STO ANTON,PA,CX,5270,CAIXA DA PAZ N.57 DO SANTO C/1,0
5333,VELA DA PAZ LIT 57MM STO ANTON,PA,CX,5341,MASSA PARA VELAS(SEBO HIDROGEN,"3,0326"
5333,VELA DA PAZ LIT 57MM STO ANTON,PA,CX,5343,PAVIO P/VELA VOTIVA  C 1055  P,0
5333,VELA DA PAZ LIT 57MM STO ANTON,PA,CX,5223,PARAFINA                      ,"4,2893"
5339,VELA DA PAZ LIT 57MM 12X290G  ,PA,CX,5254,FILME LAMINADO VELAS DA PAZ P/,0
5339,VELA DA PAZ LIT 57MM 12X290G  ,PA,CX,5269,CAIXA DA PAZ N.57 C/12        ,0
5339,VELA DA PAZ LIT 57MM 12X290G  ,PA,CX,5341,MASSA PARA VELAS(SEBO HIDROGEN,"3,0326"
5339,VELA DA PAZ LIT 57MM 12X290G  ,PA,CX,5343,PAVIO P/VELA VOTIVA  C 1055  P,0
5339,VELA DA PAZ LIT 57MM 12X290G  ,PA,CX,5223,PARAFINA                      ,"4,2893"
5360,VELA LIT 57MM SANTO N.S.NAZARE,PA,UN,5412,ROTULO DO SANTO N. SRA. DE NAZ,"0,1923"
5360,VELA LIT 57MM SANTO N.S.NAZARE,PA,UN,5223,PARAFINA                      ,"4,2893"
5360,VELA LIT 57MM SANTO N.S.NAZARE,PA,UN,5473,TAMPA P/ VELAS DOS SANTOS     ,"0,2193"
5360,VELA LIT 57MM SANTO N.S.NAZARE,PA,UN,5474,FUNDO P/ VELAS DOS SANTOS     ,"0,1996"
5360,VELA LIT 57MM SANTO N.S.NAZARE,PA,UN,5489,PAVIO P/ VELA VOTIVA C1025 P/ ,"0,0248"
5360,VELA LIT 57MM SANTO N.S.NAZARE,PA,UN,6502,ADES TRANSP VELA SANTO (52X52M,"0,11"
5361,VELA LIT 57MM SANTO S.C.JESUS ,PA,UN,5223,PARAFINA                      ,"4,2893"
5361,VELA LIT 57MM SANTO S.C.JESUS ,PA,UN,5535,ROTULO DO SANTO S. C. JESUS   ,"0,173"
5361,VELA LIT 57MM SANTO S.C.JESUS ,PA,UN,5473,TAMPA P/ VELAS DOS SANTOS     ,"0,2193"
5361,VELA LIT 57MM SANTO S.C.JESUS ,PA,UN,5474,FUNDO P/ VELAS DOS SANTOS     ,"0,1996"
5361,VELA LIT 57MM SANTO S.C.JESUS ,PA,UN,5489,PAVIO P/ VELA VOTIVA C1025 P/ ,"0,0248"
5361,VELA LIT 57MM SANTO S.C.JESUS ,PA,UN,6502,ADES TRANSP VELA SANTO (52X52M,"0,11"
5362,VELA LIT 57MM SANTO N.S.P SOCO,PA,UN,5223,PARAFINA                      ,"4,2893"
5362,VELA LIT 57MM SANTO N.S.P SOCO,PA,UN,5536,ROTULO DO SANTO N. SRA. P. SOC,"0,06"
5362,VELA LIT 57MM SANTO N.S.P SOCO,PA,UN,5473,TAMPA P/ VELAS DOS SANTOS     ,"0,2193"
5362,VELA LIT 57MM SANTO N.S.P SOCO,PA,UN,5474,FUNDO P/ VELAS DOS SANTOS     ,"0,1996"
5362,VELA LIT 57MM SANTO N.S.P SOCO,PA,UN,5489,PAVIO P/ VELA VOTIVA C1025 P/ ,"0,0248"
5362,VELA LIT 57MM SANTO N.S.P SOCO,PA,UN,6502,ADES TRANSP VELA SANTO (52X52M,"0,11"
5363,VELA LIT 57MM SANTO N S APAREC,PA,UN,5223,PARAFINA                      ,"4,2893"
5363,VELA LIT 57MM SANTO N S APAREC,PA,UN,5473,TAMPA P/ VELAS DOS SANTOS     ,"0,2193"
5363,VELA LIT 57MM SANTO N S APAREC,PA,UN,5474,FUNDO P/ VELAS DOS SANTOS     ,"0,1996"
5363,VELA LIT 57MM SANTO N S APAREC,PA,UN,5537,ROTULO DO SANTO N. SRA. APAREC,"0,1832"
5363,VELA LIT 57MM SANTO N S APAREC,PA,UN,5489,PAVIO P/ VELA VOTIVA C1025 P/ ,"0,0248"
5363,VELA LIT 57MM SANTO N S APAREC,PA,UN,6502,ADES TRANSP VELA SANTO (52X52M,"0,11"
5364,VELA LIT 57MM SANTO N S FATIMA,PA,UN,5223,PARAFINA                      ,"4,2893"
5364,VELA LIT 57MM SANTO N S FATIMA,PA,UN,5473,TAMPA P/ VELAS DOS SANTOS     ,"0,2193"
5364,VELA LIT 57MM SANTO N S FATIMA,PA,UN,5474,FUNDO P/ VELAS DOS SANTOS     ,"0,1996"
5364,VELA LIT 57MM SANTO N S FATIMA,PA,UN,5538,ROTULO DO SANTO N. SRA. DE FAT,"0,1765"
5364,VELA LIT 57MM SANTO N S FATIMA,PA,UN,5489,PAVIO P/ VELA VOTIVA C1025 P/ ,"0,0248"
5364,VELA LIT 57MM SANTO N S FATIMA,PA,UN,6502,ADES TRANSP VELA SANTO (52X52M,"0,11"
5365,VELA LIT 57MM SANTO SAO JORGE ,PA,UN,5223,PARAFINA                      ,"4,2893"
5365,VELA LIT 57MM SANTO SAO JORGE ,PA,UN,5473,TAMPA P/ VELAS DOS SANTOS     ,"0,2193"
5365,VELA LIT 57MM SANTO SAO JORGE ,PA,UN,5474,FUNDO P/ VELAS DOS SANTOS     ,"0,1996"
5365,VELA LIT 57MM SANTO SAO JORGE ,PA,UN,5539,ROTULO DO SANTO SAO JORGE     ,"0,1774"
5365,VELA LIT 57MM SANTO SAO JORGE ,PA,UN,5489,PAVIO P/ VELA VOTIVA C1025 P/ ,"0,0248"
5365,VELA LIT 57MM SANTO SAO JORGE ,PA,UN,6502,ADES TRANSP VELA SANTO (52X52M,"0,11"
5366,VELA LIT 57MM SANTO ANTONIO 1X,PA,UN,5223,PARAFINA                      ,"4,2893"
5366,VELA LIT 57MM SANTO ANTONIO 1X,PA,UN,5473,TAMPA P/ VELAS DOS SANTOS     ,"0,2193"
5366,VELA LIT 57MM SANTO ANTONIO 1X,PA,UN,5474,FUNDO P/ VELAS DOS SANTOS     ,"0,1996"
5366,VELA LIT 57MM SANTO ANTONIO 1X,PA,UN,5540,ROTULO DO SANTO SANTO ANTONIO ,"0,1801"
5366,VELA LIT 57MM SANTO ANTONIO 1X,PA,UN,5489,PAVIO P/ VELA VOTIVA C1025 P/ ,"0,0248"
5366,VELA LIT 57MM SANTO ANTONIO 1X,PA,UN,6502,ADES TRANSP VELA SANTO (52X52M,"0,11"
5367,VELA LIT 57MM SANTO MAE RAINHA,PA,UN,5223,PARAFINA                      ,"4,2893"
5367,VELA LIT 57MM SANTO MAE RAINHA,PA,UN,5473,TAMPA P/ VELAS DOS SANTOS     ,"0,2193"
5367,VELA LIT 57MM SANTO MAE RAINHA,PA,UN,5474,FUNDO P/ VELAS DOS SANTOS     ,"0,1996"
5367,VELA LIT 57MM SANTO MAE RAINHA,PA,UN,5542,ROTULO DO SANTO MAE RAINHA    ,"0,1758"
5367,VELA LIT 57MM SANTO MAE RAINHA,PA,UN,5489,PAVIO P/ VELA VOTIVA C1025 P/ ,"0,0248"
5367,VELA LIT 57MM SANTO MAE RAINHA,PA,UN,6502,ADES TRANSP VELA SANTO (52X52M,"0,11"
5368,VELA LIT 57MM SANTO EXPEDITO 1,PA,UN,5223,PARAFINA                      ,"4,2893"
5368,VELA LIT 57MM SANTO EXPEDITO 1,PA,UN,5473,TAMPA P/ VELAS DOS SANTOS     ,"0,2193"
5368,VELA LIT 57MM SANTO EXPEDITO 1,PA,UN,5474,FUNDO P/ VELAS DOS SANTOS     ,"0,1996"
5368,VELA LIT 57MM SANTO EXPEDITO 1,PA,UN,5543,ROTULO DO SANTO SANTO EXPEDITO,"0,1804"
5368,VELA LIT 57MM SANTO EXPEDITO 1,PA,UN,5489,PAVIO P/ VELA VOTIVA C1025 P/ ,"0,0248"
5368,VELA LIT 57MM SANTO EXPEDITO 1,PA,UN,6502,ADES TRANSP VELA SANTO (52X52M,"0,11"
5369,VELA LIT 57MM SANTO N S DESAT ,PA,UN,5223,PARAFINA                      ,"4,2893"
5369,VELA LIT 57MM SANTO N S DESAT ,PA,UN,5473,TAMPA P/ VELAS DOS SANTOS     ,"0,2193"
5369,VELA LIT 57MM SANTO N S DESAT ,PA,UN,5474,FUNDO P/ VELAS DOS SANTOS     ,"0,1996"
5369,VELA LIT 57MM SANTO N S DESAT ,PA,UN,5544,ROTULO DO SANTO N. SRA DESATAD,"0,1583"
5369,VELA LIT 57MM SANTO N S DESAT ,PA,UN,5489,PAVIO P/ VELA VOTIVA C1025 P/ ,"0,0248"
5369,VELA LIT 57MM SANTO N S DESAT ,PA,UN,6502,ADES TRANSP VELA SANTO (52X52M,"0,11"
5373,VELA L VIDA N-05 BRANCA       ,PA,CX,5340,BARBANTE                      ,"8,547"
5373,VELA L VIDA N-05 BRANCA       ,PA,CX,5223,PARAFINA                      ,"4,2893"
5373,VELA L VIDA N-05 BRANCA       ,PA,CX,5371,CX DE PAP P/ VELAS N 5 S VISOR,"0,417"
5373,VELA L VIDA N-05 BRANCA       ,PA,CX,5372,CARTUCHOS P/ VELAS N5 LUZ DA  ,"0,0698"
5376,VELA L VIDA N-03 BRANCA       ,PA,CX,5375,CARTUCHOS P/ VELAS N3 LUZ DA  ,"0,0502"
5376,VELA L VIDA N-03 BRANCA       ,PA,CX,5340,BARBANTE                      ,"8,547"
5376,VELA L VIDA N-03 BRANCA       ,PA,CX,5223,PARAFINA                      ,"4,2893"
5376,VELA L VIDA N-03 BRANCA       ,PA,CX,5370,CAIXA DE PAPELAO P VELAS N-03 ,"0,3231"
5382,VELA L VIDA N-01 BRANCA       ,PA,CX,5374,CAIXA DE PAPELAO P VELAS N 1 L,"0,2629"
5382,VELA L VIDA N-01 BRANCA       ,PA,CX,5379,CARTUCHOS P/ VELAS LUZ DA VIDA,"0,0415"
5382,VELA L VIDA N-01 BRANCA       ,PA,CX,5340,BARBANTE                      ,"8,547"
5382,VELA L VIDA N-01 BRANCA       ,PA,CX,5223,PARAFINA                      ,"4,2893"
5383,VELA LIT 50MM BRANCA L VIDA C/,PA,CX,5377,CX DE PAP. LIT.50 MM LUZ DA VI,"0,283"
5383,VELA LIT 50MM BRANCA L VIDA C/,PA,CX,5276,FILME LAMINADO LT 50 BRANCA LV,"17,827"
5383,VELA LIT 50MM BRANCA L VIDA C/,PA,CX,5414,PAVIO P/ VELA VOTIVA  B1015 P/,"0,0248"
5383,VELA LIT 50MM BRANCA L VIDA C/,PA,CX,5223,PARAFINA                      ,"4,2893"
5402,VELA LIT 50MM VERMELHA L VIDA ,PA,CX,5377,CX DE PAP. LIT.50 MM LUZ DA VI,"0,283"
5402,VELA LIT 50MM VERMELHA L VIDA ,PA,CX,5384,FILME LAMINADO VELAS LIT.50  S,"15,387"
5402,VELA LIT 50MM VERMELHA L VIDA ,PA,CX,5205,ANILINA VERMELHA              ,"274,0655"
5402,VELA LIT 50MM VERMELHA L VIDA ,PA,CX,5414,PAVIO P/ VELA VOTIVA  B1015 P/,"0,0248"
5402,VELA LIT 50MM VERMELHA L VIDA ,PA,CX,5223,PARAFINA                      ,"4,2893"
5403,VELA LIT 50MM AMARELA L VIDA C,PA,CX,5377,CX DE PAP. LIT.50 MM LUZ DA VI,"0,283"
5403,VELA LIT 50MM AMARELA L VIDA C,PA,CX,5384,FILME LAMINADO VELAS LIT.50  S,"15,387"
5403,VELA LIT 50MM AMARELA L VIDA C,PA,CX,5207,ANILINA AMARELA               ,"122,2977"
5403,VELA LIT 50MM AMARELA L VIDA C,PA,CX,5414,PAVIO P/ VELA VOTIVA  B1015 P/,"0,0248"
5403,VELA LIT 50MM AMARELA L VIDA C,PA,CX,5223,PARAFINA                      ,"4,2893"
5404,VELA LIT 50MM VERDE L VIDA C/ ,PA,CX,5377,CX DE PAP. LIT.50 MM LUZ DA VI,"0,283"
5404,VELA LIT 50MM VERDE L VIDA C/ ,PA,CX,5384,FILME LAMINADO VELAS LIT.50  S,"15,387"
5404,VELA LIT 50MM VERDE L VIDA C/ ,PA,CX,5414,PAVIO P/ VELA VOTIVA  B1015 P/,"0,0248"
5404,VELA LIT 50MM VERDE L VIDA C/ ,PA,CX,5223,PARAFINA                      ,"4,2893"
5404,VELA LIT 50MM VERDE L VIDA C/ ,PA,CX,5225,ANILINA VERDE                 ,"213,327"
5405,VELA LIT 50MM ROSA L VIDA C/ 1,PA,CX,5377,CX DE PAP. LIT.50 MM LUZ DA VI,"0,283"
5405,VELA LIT 50MM ROSA L VIDA C/ 1,PA,CX,5384,FILME LAMINADO VELAS LIT.50  S,"15,387"
5405,VELA LIT 50MM ROSA L VIDA C/ 1,PA,CX,5205,ANILINA VERMELHA              ,"274,0655"
5405,VELA LIT 50MM ROSA L VIDA C/ 1,PA,CX,5414,PAVIO P/ VELA VOTIVA  B1015 P/,"0,0248"
5405,VELA LIT 50MM ROSA L VIDA C/ 1,PA,CX,5223,PARAFINA                      ,"4,2893"
5406,VELA LIT 50MM AZUL L VIDA C/ 1,PA,CX,5377,CX DE PAP. LIT.50 MM LUZ DA VI,"0,283"
5406,VELA LIT 50MM AZUL L VIDA C/ 1,PA,CX,5384,FILME LAMINADO VELAS LIT.50  S,"15,387"
5406,VELA LIT 50MM AZUL L VIDA C/ 1,PA,CX,5414,PAVIO P/ VELA VOTIVA  B1015 P/,"0,0248"
5406,VELA LIT 50MM AZUL L VIDA C/ 1,PA,CX,5223,PARAFINA                      ,"4,2893"
5406,VELA LIT 50MM AZUL L VIDA C/ 1,PA,CX,5227,ANILINA AZUL                  ,"494,5386"
5410,VELA LIT 90MM 7L (F PRET) L VI,PA,UN,5205,ANILINA VERMELHA              ,"274,0655"
5410,VELA LIT 90MM 7L (F PRET) L VI,PA,UN,5207,ANILINA AMARELA               ,"122,2977"
5410,VELA LIT 90MM 7L (F PRET) L VI,PA,UN,5223,PARAFINA                      ,"4,2893"
5410,VELA LIT 90MM 7L (F PRET) L VI,PA,UN,5225,ANILINA VERDE                 ,"213,327"
5410,VELA LIT 90MM 7L (F PRET) L VI,PA,UN,5354,ANILINA PRETA                 ,"399,7279"
5410,VELA LIT 90MM 7L (F PRET) L VI,PA,UN,5227,ANILINA AZUL                  ,"494,5386"
5410,VELA LIT 90MM 7L (F PRET) L VI,PA,UN,5487,CAIXA DE PAP. P/ VELAS 90 MM  ,"0,4219"
5410,VELA LIT 90MM 7L (F PRET) L VI,PA,UN,5491,PAVIO B 5035 P/90MM PRETA     ,"0,0356"
5410,VELA LIT 90MM 7L (F PRET) L VI,PA,UN,5495,CORTES DE PAPEL CELOFANE      ,"33,2543"
5410,VELA LIT 90MM 7L (F PRET) L VI,PA,UN,5712,FITA ADESIVA PP (DUREX)       ,"0,0813"
5413,VELA LIT 50MM BCA V LUZ (PRENS,PA,CX,5385,FILME LAMIN VELAS LIT.50  VIDA,0
5413,VELA LIT 50MM BCA V LUZ (PRENS,PA,CX,5387,CAIXA DE PAPELAO P/ VELAS 50MM,0
5413,VELA LIT 50MM BCA V LUZ (PRENS,PA,CX,5414,PAVIO P/ VELA VOTIVA  B1015 P/,"0,0248"
5413,VELA LIT 50MM BCA V LUZ (PRENS,PA,CX,5223,PARAFINA                      ,"4,2893"
5415,VELA L VIDA N-03 AMARELA C/ 25,PA,CX,5207,ANILINA AMARELA               ,"122,2977"
5415,VELA L VIDA N-03 AMARELA C/ 25,PA,CX,5340,BARBANTE                      ,"8,547"
5415,VELA L VIDA N-03 AMARELA C/ 25,PA,CX,5223,PARAFINA                      ,"4,2893"
5415,VELA L VIDA N-03 AMARELA C/ 25,PA,CX,5531,FILME LAMIN. P/ VELAS N-03 S/ ,0
5415,VELA L VIDA N-03 AMARELA C/ 25,PA,CX,5477,CAIXA DE PAP. N.3 C/ VISOR LUZ,"0,2806"
5416,VELA L VIDA N-03 AZUL C/ 25   ,PA,CX,5340,BARBANTE                      ,"8,547"
5416,VELA L VIDA N-03 AZUL C/ 25   ,PA,CX,5223,PARAFINA                      ,"4,2893"
5416,VELA L VIDA N-03 AZUL C/ 25   ,PA,CX,5227,ANILINA AZUL                  ,"494,5386"
5416,VELA L VIDA N-03 AZUL C/ 25   ,PA,CX,5531,FILME LAMIN. P/ VELAS N-03 S/ ,0
